Text,Sentiment
user: user shot yhoo 0!!!!! one 19 go lololol,-1
"user lost 15% holding first opened, recouped aap fb. buying",1
te - new short board utility sector,-1
"user tr8r_x nice face, check next hban green weekly triangle (sell short)",-1
"green weekly triangle hban,....sell short 6.69",-1
"user yea, csn one whole portfolio, scale, always fix cost ending profit",-1
bac 11.78 waiting pullback.. one today.. ;-),1
aap moving 525 pivot today bullish tomorrow.,1
aap getting attention. showing strength. might actually jump in.,1
e spy spx hold breakout e futures?,-1
aap someone catch leak news 2:30 what???,1
wfm - getting much lift rally - looking like possible bear flag - adding short,-1
"ed weekly triangle hek,...net profit 4,539.00 (10.84%)",-1
v interesting reversal today,-1
"bac 100% cash -->i never listen siren say keep r trade overnight, gapp never... promise ;-)",1
hpq 17.50 much ask tomorrow??? :),1
sdjpy breakout close. isk rally equity trader front ski earnings. e spy spx,-1
market underperform day thanks ddd + ssys positions. staying long 3d printing. aap kept green. upside come.,1
"green weekly triangle hek,...sell short 3.96",-1
"f - solar market ise 22 percent 2013, deutsche bank predicts",1
nice! - user: huge volume m breakout today.,1
price action saying aap going die earnings. multiple chance break 500 didnt.,1
bn bish!!! announce 15% increase holiday sale,1
c nice move 50 200 dma. nice base structure daily/weekly pattern.,1
"ocz -ces 2013, vegas, nevada, january 8th 11th (in progress)!",1
user: user: user: game on!? #readyscoregoals. company get it... #canadiangrown,1
tell everyone ... user: thats nice looking diverse list 52-week highs: jnj mmm g oc f wag de,1
alarm bell ring ddd investors. ed flag highlighted detailed well researched article,-1
aap marketing chief phil schiller resort cheaper iphone expand market share etes,-1
"squeeze squeeze slow grind higher continuing spy 147.45 es_f 1471 , wfc better deliver good tomorrow...",1
hsa always come back.....,1
user hsa good day?,1
yhoo cramer kiss death thanks bro. get bac jds cramer nudge? user kifmonster,-1
mgm held long term resistance: user: mgm caught ange user,-1
aon continuation good volume,1
nfx 28.20 28.40,1
zc 4.75 good volume,1
e spx spy star 4hour,-1
doji like candle close today f may signify possible retracement 100% 61.8% fib levels. watching closely bull run.,1
swhc continue accumulate mar 9 call pull back 8.10,1
isi - continued volume go much higher 13.22 14 easy - big green move,1
"user tso fooled one day move esp. large drop, trend stop say im still good.",-1
sm - decent base. ook poised break out.,1
user: nfx -- let wkly 100 ca go vey green ed. good. hold,1
tso user attached show fib old resistance stopping upward move. stay both.,-1
cgi ove trucking co. bought pullback!,1
qcom best play samsung (snapdragon) anti aap play. best tech. play too.,1
qcom another view w/ blue sky,1
student debt: trillion dollar bubble - sm nni,-1
cof approaching key resistance level 62.92 break could accelerate stock price,1
aon uptrend since july thursday break suggests continuation upmove,1
gdot w/ bullish macd cross along bullish si action matter time take,1
"bac failed break below, uptrend continues",1
"user: financials (xf) already +4.6% ytd, well fargo wfc might deliver moon today #expectations",1
one small step send cable tv back 80s. quality content exclusive nfx. cant wait return ad.,1
ong setup sm,1
user: ddd 3d system win cnet best ce award cubex 3d printer,1
compq spx aap fb bac gd sv 5 characteristic successful trader,1
"nkd sina two breakout stock watch list today. buy high, sell higher!",1
msft take 26.29 gap fill jan 2012 ~26,-1
m morgan stanley hit 1st bull signal target (called dec 11),1
jcp cash-flow distress sound good... b downgrade sell,-1
market wrap video + addition watch ist including: aeg di ipx ng onty qih st xxia,1
goog far good premarket. average help could get 745 today.,1
hpq think new mutual fund money going???,1
x adding little,1
dk moving darvas box - keep eye volume.,1
gf open new position 35.52 - new uptrend starting,1
bac effect wfc... shod half-hour... im moderately bullish,-1
user: ng long setup,1
"trend outsourcing...workforce...is extremely strong, especially medical industry... asgn lot room grow. - drogen",1
aap climb 525ish took small step backward - wedge forming. breakout imminent.,-1
hate reducing ddd position today. getting big portfolio. still bullish.,1
aap - took short exposure 2/3,-1
would healthy desirable eventually put little handle/shakeout climb present 58.90 pivot stdy,1
"ed weekly triangle mh,...net profit 4,895.75 (7.22%)",-1
"time put goog warming lamp get heat it, languishing",1
"green weekly triangle mh,....sell short 4.06",-1
"goog average trading up, lagging now. actually near lows. want see. strong support 736-737.",-1
oc osing mkt share jds looking *much* lower prices. miss earnings too!,-1
wfc think go green point today,1
user 3dtradingtrader go 6.60 sell depo,-1
"much topping action here. shorting key 8.90, shorting cat 95 stop 95.6. ike trade ot.",-1
"mdso - ong 27.51. trailing stop 37.00 7 prior stop 31.30, 30.17, 29.41, 27.86, 27.51, 25.15 22.79 -",1
talking low priuced stock flying- fce buy tuesday - 30% gain way overbought,1
go 520 level aap.,-1
wpi - whoopie - thats stock nickname,-1
nfx developing hge cup&handle pivot 120?,1
dnb call volume spike ahead earnings,1
anyone noticed hge volume today? thing push 6 today might runner next week.,1
"mcp craters, management tell u biz sucks, sort red flags, people call bullish? bottom? delusionnal.. #youondrugs?",-1
"user iv day today, take look apo, 20 green day row since dec 13th! now, there rip tear!",1
st watch list lien bit volume 51% full day average,1
"apo 20 green day row far, new high yet today.",1
looking sustained upward momentum next friday option expire. much interest holding down. aap,1
bac hate analyst.. scrap beautiful day :(,1
big setup early next week gnc. probably run earnings market expects huge numbers. eports feb 11 (long),1
bac least it resilient stock...,1
cat holding 95 level beautifully today. cup&handle september january. good market beak ot.,1
gd trying break d/t line finding support 200 sma. ikely need gd hold 158.5,1
f 9.8 possibility market close... much power hood.,1
"green weekly triangle ktos,..pdating",-1
de approaching next level short back lower - 61.8% fib old,-1
f evel ii easing bit still allowing possibility late day run.,1
awk en fuego part 2,1
user welcome tk club,1
gtat healthy pullback low volume nice run heavy volume.positive macd divergence. ong,1
tab user alexcampbello street see hence lower go,-1
sold 3/4 +0.27 (+2.94%) - keeping 1/4 position overnight,1
aap - get pricing wanted added short close,-1
market looking strong. think financials catapult spx towards 1500 next week. g bac,1
breakout.,1
ht bearish,-1
"green weekly triangle dn,....pdating",-1
demand breast implant all-time high - good bad economy? agn old wallstrip,1
"...offhand, includes growth: en spf mho itb ad ttm htz dom wk emn po sca wo fet bcei fxi hdb eve ...",1
wk #2 perf 13 stock 13: ddd dnkn ft invn ko nkd mov ntsp ax scco sca ssys v,1
nkd stormed back week #2 4.29% gain dog week #1 #13for2013,1
cstr found support 26 ema. nder 50 sma tho look short 26 ema & add cloud break,-1
pnra missed one yest short side short 50 sma,-1
nkd following fb lead. un 122-124 resistance? user,1
"although sound random, aa earnings (like week) spx 0.62% next mo.",-1
"- short setup signal fires, like this, 50sma reject weekly & monthly time frame look like weakening",-1
imm didnt come xmas bb10 take next xmas - take share aap - smart well timed,1
user shadowtrade1134 think fair analogy - vhs beat beta le expensive. aap,-1
bear flag?,-1
pcn bull flag & pennant?,1
"dndn: nice vol expansion friday, may worth watching bucks.",1
used border called showrooming...i hope work tgt...the nature retail changing,-1
aap trend emains giving another sell signal...,-1
"user: sv super cheap stock, appears getting ready . fill gap current price! >nice name 2",1
"user jmixer ino since jan 7 green weekly closed long 0.67, broker share borrow me,....",-1
user jmixer wait 0.57 re-charge weapon ino,-1
ddd nice st/pennant pattern here. ook breakout,1
iwd short 15 13.50,-1
aap - korea hot stocks-g display fall talk apple order cut -,-1
sigh aap continue keep qqq down. id love see aap rebound negative news.,1
"aap imm: apple reduces component order iphone 5 weak demand, wsj say - party ove!",-1
aap love im,-1
song aap bull,-1
"today could day aap break 500 rest market care, change... #divorce qqq spy",1
aap thing ask yourself; today day buy feb 480 puts...,-1
aap - 25% short covered - blow system would route nyseaca 0700 est offerd 499,-1
aap - 1/2 short covered,-1
c play lower,-1
well done short aapl friday.....gutsy. got news needed.,1
aap 500 great long term buy. ignore noise.,1
thank amzn pricing fire 199 nov 2011. ets phone 13 wireless service 14. customer win!,1
jnp - acting well - added back,1
"aap - bearish news bottom, start new downleg?",-1
amzn momentum. better buy aap goog now. close 270 might push 300 quickly.,1
"green monthly triangle chtp,.....net profit 11,664.75 (115.73%)",-1
pcn wait close 662-663 get involved name. watch vome confirm uptrend continuation.,1
"aap sending reminder nok,",-1
cmg - still good low risk/reward short descending trend line. core short bear call,-1
coh close 60 extremely bullish. watch it.,1
hpq heading back 20 imo! fund oading!,1
bac swing trade 8%. protecting profits.,-1
remain convinced either apple stock aap another five years... sold already. middle ground.,1
"long aap (about break-even) eaiest id sell 2014, dividend hike happens. pe 9 right fy14 eps 56.",1
csco cmon 21.,1
aapl symmetrical triangle 5 min looking topside breakout,1
aap drop 25% since sep b/c concern maybe 10% bump android phone sales? #mathfail #oversell,1
aapl long per earlier tweet topside breakout st,1
aap appears dragging qqq spy #stockaction,-1
"amzn snta ana ripping today, even x setting new all-time high am.",1
"fom breaking friday high, strong continuation higher likely. next resistance 5.37",1
vvs ong set up:,1
ook long de fixing itself. miraculously hpq done de cant. not! qqq xk,-1
aap going interesting see pop squeeze jan 23rd see positive report.,1
week later stock trending bullish: 5 shale play 2013 apc he cop mo ds.b,1
"user rare earth business fundamental terrible right mcp sort issue top that, compelling ?!!!",-1
user xraystocktrader great dividend pay continued upside. eager see next acquisition cvx,1
user krisanti mentioned aap sent reminder nok,-1
drug back...lance gone user: arge-cap health well. pfe jnj hit new 52-week high morning.,1
"marc benioff swagger, income statement? - cm",-1
"green weekly triangle sho,....pdating",-1
user: anf triggering 48.70 buy price. nice 15 min candle. need build intra-day momentum,1
hbi watch list briefly went line puled back volume ok 57% full day average,1
xxia 5-min found helpful watch 9-period ema pink - using gap rule protect profit,1
aap fill upside gap within hr take eternity close downside gaps. environment clearly bearish,-1
nice de.,1
gw higher volume way news pump stock sound bullish me.,-1
student nobiano made 14% roi bt trade. great sir!,1
user say might double money closed end fund gsvc year twitter pull good ipo.,1
bac fib level,-1
f buy 11 imo. thats price target feb options.,1
triple bottom rare. third time aap traded near 500 last 2 months. still many aap fanboys. aap,-1
hedgestreettrading son,1
hpq 17.50 call happy now!,1
"hpq trading multiple, oad freaking boat imo!",1
awesomeness...monday links: swapping risk & around financial blogosphere. via user aap jo ga,1
going private new going public. de,-1
user t3ive look strong breakout play.,1
csco msh! msh! msh!! 21.00 cmon mon..,1
"etail drill-down raise question - xy, xt, th - spx, spy, m, gps",-1
f coiling hard right,1
k: ong 53.69. trailing stop 52.16 2 prior stop 51.25 51.05 -,1
"si vfc alcanza los 153,98 , reconfirmaci?n de la tendencia que lleva la sesi?n, provechando el rally alcista de final de sesi?n....",1
de 5x vol many people gonna lose butt buyout,-1
think way many people bought dip 500 know aapl 420....no plan equal mess,1
jeff bezos...having wonderful day....as usual....and he thin. bastard. amzn,1
csco oo!! 21.,1
aap let see say goodbye 500 today.,-1
totally helped beat revenues...i ...but yoga bore western world bore well #doritos,-1
cant take aap index? holding everyone back! slacker !!,-1
"green weekly triangle sonc,....sell short 10.96",-1
